1670090831.710373; 308058; 29
1670090831.734968; 308083; 29
1670090831.759971; 308108; 29
1670090831.784971; 308133; 29
1670090831.809971; 308158; 28
1670090831.834971; 308183; 28
1670090831.859971; 308208; 28
1670090831.884965; 308233; 28
1670090831.909965; 308258; 28
1670090831.934971; 308283; 28
1670090831.959971; 308308; 28
1670090831.984971; 308333; 28
1670090832.009971; 308358; 28
1670090832.034966; 308383; 29
1670090832.059966; 308408; 29
1670090832.084988; 308433; 29
1670090832.109966; 308458; 29
1670090832.134965; 308483; 30
1670090832.159965; 308508; 30
1670090832.184965; 308533; 30
1670090832.209971; 308558; 30
1670090832.234971; 308583; 31
1670090832.259971; 308608; 31
1670090832.284969; 308633; 31
1670090832.309965; 308658; 31
1670090832.334979; 308683; 30
1670090832.359971; 308708; 30
1670090832.384971; 308733; 30
1670090832.409971; 308758; 30
1670090832.434971; 308783; 29
1670090832.459971; 308808; 29
1670090832.484971; 308833; 29
1670090832.509971; 308858; 29
1670090832.534971; 308883; 30
1670090832.559971; 308908; 30
1670090832.584971; 308933; 30
1670090832.609971; 308958; 30
1670090832.634971; 308983; 32
1670090832.659971; 309008; 32
1670090832.684971; 309033; 32
1670090832.709971; 309058; 32
1670090832.734971; 309083; 33
1670090832.759965; 309108; 33
1670090832.784965; 309133; 33
1670090832.809965; 309158; 33
1670090832.834965; 309183; 33
1670090832.859965; 309208; 33
1670090832.884965; 309233; 33
1670090832.909970; 309258; 33
1670090832.934971; 309283; 32
1670090832.959971; 309308; 32
1670090832.984971; 309333; 32
1670090833.009971; 309358; 32
1670090833.034966; 309383; 33
1670090833.059967; 309408; 33
1670090833.084967; 309433; 33
1670090833.109985; 309458; 33
1670090833.134965; 309483; 34
1670090833.159971; 309508; 34
1670090833.184971; 309533; 34
1670090833.209965; 309558; 34
1670090833.234965; 309583; 34
1670090833.259965; 309608; 35
1670090833.284965; 309633; 35
1670090833.309965; 309658; 35
1670090833.334965; 309683; 35
1670090833.359966; 309708; 36
1670090833.384965; 309733; 36
1670090833.409965; 309758; 36
1670090833.434965; 309783; 36
1670090833.459965; 309808; 38
1670090833.484965; 309833; 38
1670090833.509965; 309858; 38
1670090833.534965; 309883; 38
1670090833.559965; 309908; 34
1670090833.584971; 309933; 34
1670090833.609971; 309958; 34
1670090833.634971; 309983; 34
1670090833.659971; 310008; 38
1670090833.684971; 310033; 38
1670090833.709965; 310058; 38
1670090833.734965; 310083; 38
1670090833.759966; 310108; 39
1670090833.784965; 310133; 39
1670090833.809965; 310158; 39
