1670091285.289013; 64560; 1474
1670091285.313362; 64585; 1474
1670091285.338359; 64610; 1474
1670091285.363355; 64635; 1474
1670091285.388368; 64660; 1453
1670091285.413357; 64685; 1453
1670091285.438355; 64710; 1453
1670091285.463359; 64735; 1453
1670091285.488363; 64760; 1417
1670091285.513357; 64785; 1417
1670091285.538355; 64810; 1417
1670091285.563359; 64835; 1417
1670091285.588362; 64860; 1378
1670091285.613357; 64885; 1378
1670091285.638355; 64910; 1378
1670091285.663359; 64935; 1378
1670091285.688362; 64960; 1366
1670091285.713357; 64985; 1366
1670091285.738355; 65010; 1366
1670091285.763359; 65035; 1366
1670091285.919012; 65190; 1154
1670091285.943361; 65215; 1154
1670091285.968359; 65240; 1154
1670091285.993355; 65265; 173
1670091286.018359; 65290; 173
1670091286.043361; 65315; 173
1670091286.068357; 65340; 173
1670091286.093356; 65365; 27
1670091286.118356; 65390; 27
1670091286.143364; 65415; 27
1670091286.168360; 65440; 27
1670091286.193359; 65465; 6
1670091286.218359; 65490; 6
1670091286.243364; 65515; 6
1670091286.268361; 65540; 6
1670091286.293363; 65565; 4
1670091286.318354; 65590; 4
1670091286.343362; 65615; 4
1670091286.368355; 65640; 4
1670091286.393354; 65665; 3
1670091286.418354; 65690; 3
1670091286.443354; 65715; 3
1670091286.468361; 65740; 3
1670091286.493364; 65765; 3
1670091286.518354; 65790; 3
1670091286.543359; 65815; 3
1670091286.568364; 65840; 3
1670091286.593360; 65865; 3
1670091286.618359; 65890; 3
1670091286.643359; 65915; 3
1670091286.668359; 65940; 3
1670091286.693364; 65965; 4
1670091286.718360; 65990; 4
1670091286.743359; 66015; 4
1670091286.768359; 66040; 4
1670091286.793367; 66065; 4
1670091286.818360; 66090; 4
1670091286.843359; 66115; 4
1670091286.868359; 66140; 4
1670091286.893359; 66165; 4
1670091286.918357; 66190; 3
1670091286.943359; 66215; 3
1670091286.968359; 66240; 3
1670091286.993359; 66265; 3
1670091287.018364; 66290; 3
1670091287.043357; 66315; 3
1670091287.068360; 66340; 3
1670091287.093356; 66365; 3
1670091287.118365; 66390; 3
1670091287.143360; 66415; 3
1670091287.168359; 66440; 3
1670091287.193359; 66465; 3
1670091287.218359; 66490; 4
1670091287.243363; 66515; 4
1670091287.268356; 66540; 4
1670091287.293355; 66565; 4
1670091287.318355; 66590; 4
1670091287.343360; 66615; 4
1670091287.368356; 66640; 4
1670091287.393359; 66665; 4
1670091287.418359; 66690; 3
1670091287.443359; 66715; 3
1670091287.468364; 66740; 3
1670091287.493356; 66765; 3
1670091287.518355; 66790; 3
1670091287.543355; 66815; 3
1670091287.568360; 66840; 3
1670091287.593360; 66865; 3
1670091287.618359; 66890; 3
1670091287.643359; 66915; 3
1670091287.668363; 66940; 3
1670091287.693356; 66965; 3
1670091287.718359; 66990; 4
1670091287.743359; 67015; 4
1670091287.768359; 67040; 4
1670091287.793364; 67065; 4
1670091287.818360; 67090; 3
1670091287.843359; 67115; 3
1670091287.868359; 67140; 3
1670091287.893364; 67165; 3
1670091287.918360; 67190; 3
1670091287.943359; 67215; 3
1670091287.968359; 67240; 3
1670091287.993359; 67265; 3
1670091288.018364; 67290; 3
1670091288.043361; 67315; 3
1670091288.068356; 67340; 3
1670091288.093360; 67365; 3
1670091288.118368; 67390; 3
1670091288.143360; 67415; 4
1670091288.168359; 67440; 4
1670091288.193359; 67465; 4
1670091288.218359; 67490; 4
1670091288.243357; 67515; 4
1670091288.268359; 67540; 4
1670091288.293359; 67565; 4
1670091288.318359; 67590; 4
1670091288.343364; 67615; 3
1670091288.368360; 67640; 3
1670091288.393359; 67665; 3
1670091288.418355; 67690; 3
1670091288.443360; 67715; 3
1670091288.468356; 67740; 3
1670091288.493355; 67765; 3
1670091288.518355; 67790; 3
1670091288.543355; 67815; 4
1670091288.568363; 67840; 4
1670091288.593356; 67865; 4
1670091288.618355; 67890; 4
1670091288.643355; 67915; 4
1670091288.668360; 67940; 4
1670091288.693356; 67965; 4
1670091288.718355; 67990; 4
1670091288.743359; 68015; 3
1670091288.768359; 68040; 3
1670091288.793360; 68065; 3
1670091288.818356; 68090; 3
1670091288.843355; 68115; 3
1670091288.868355; 68140; 3
1670091288.893360; 68165; 3
1670091288.918356; 68190; 3
1670091288.943359; 68215; 3
1670091288.968359; 68240; 3
1670091288.993363; 68265; 3
1670091289.018356; 68290; 3
1670091289.043360; 68315; 4
1670091289.068356; 68340; 4
1670091289.093360; 68365; 4
1670091289.118365; 68390; 4
1670091289.143356; 68415; 4
1670091289.168355; 68440; 4
1670091289.193359; 68465; 4
1670091289.218364; 68490; 4
1670091289.243360; 68515; 4
1670091289.268359; 68540; 3
1670091289.293359; 68565; 3
1670091289.318359; 68590; 3
