24,1.0,0.38,0.07
26,1.08,0.38,0.08
47,1.92,0.4,0.05
49,2.0,0.4,0.05
51,2.08,0.4,0.05
53,2.16,0.4,0.04
55,2.24,0.42,0.04
68,2.76,0.3,0.23
70,2.84,0.3,0.21
72,2.92,0.32,0.21
74,3.0,0.36,0.2
76,3.08,0.36,0.2
78,3.16,0.38,0.2
80,3.24,0.38,0.21
93,3.76,0.32,0.2
95,3.84,0.34,0.2
97,3.92,0.36,0.2
99,4.0,0.36,0.19
101,4.08,0.36,0.17
103,4.16,0.36,0.19
105,4.24,0.34,0.21
107,4.32,0.26,0.23
109,4.4,0.26,0.23
111,4.48,0.28,0.24
112,4.52,0.26,0.24
114,4.6,0.26,0.25
116,4.68,0.26,0.25
118,4.76,0.32,0.26
120,4.84,0.32,0.26
122,4.92,0.36,0.26
124,5.0,0.34,0.26
126,5.08,0.36,0.26
128,5.16,0.36,0.26
130,5.24,0.36,0.25
132,5.32,0.36,0.26
134,5.4,0.36,0.26
136,5.48,0.3,0.26
137,5.52,0.3,0.26
139,5.6,0.32,0.26
141,5.68,0.3,0.26
143,5.76,0.28,0.26
145,5.84,0.28,0.27
147,5.92,0.22,0.28
149,6.0,0.22,0.28
153,6.16,0.22,0.28
157,6.32,0.22,0.27
161,6.48,0.22,0.28
162,6.52,0.22,0.28
166,6.68,0.22,0.28
170,6.84,0.22,0.28
174,7.0,0.2,0.28
178,7.16,0.22,0.27
182,7.32,0.22,0.26
186,7.48,0.22,0.24
187,7.52,0.22,0.24
191,7.68,0.22,0.22
220,8.84,0.0,0.18
223,8.96,0.2,0.18
224,9.0,0.2,0.18
225,9.04,0.2,0.18
228,9.16,0.2,0.18
229,9.2,0.2,0.18
232,9.32,0.2,0.18
233,9.36,0.2,0.18
236,9.48,0.18,0.18
237,9.52,0.18,0.18
240,9.64,0.18,0.18
241,9.68,0.18,0.18
244,9.8,0.18,0.18
245,9.84,0.18,0.18
248,9.96,0.24,0.18
249,10.0,0.24,0.18
250,10.04,0.24,0.18
253,10.16,0.24,0.17
254,10.2,0.24,0.18
257,10.32,0.26,0.18
258,10.36,0.26,0.18
261,10.48,0.24,0.18
262,10.52,0.24,0.18
265,10.64,0.28,0.18
266,10.68,0.28,0.18
269,10.8,0.28,0.18
270,10.84,0.28,0.18
273,10.96,0.3,0.19
274,11.0,0.32,0.19
275,11.04,0.32,0.19
278,11.16,0.32,0.19
279,11.2,0.34,0.2
282,11.32,0.34,0.19
283,11.36,0.34,0.19
286,11.48,0.34,0.18
287,11.52,0.34,0.18
290,11.64,0.36,0.18
291,11.68,0.36,0.18
294,11.8,0.4,0.19
295,11.84,0.4,0.19
298,11.96,0.44,0.19
299,12.0,0.52,0.19
300,12.04,0.52,0.19
303,12.16,0.48,0.19
304,12.2,0.46,0.19
307,12.32,0.46,0.2
308,12.36,0.46,0.2
311,12.48,0.48,0.2
312,12.52,0.48,0.21
315,12.64,0.48,0.21
316,12.68,0.48,0.21
319,12.8,0.48,0.21
320,12.84,0.48,0.22
323,12.96,0.5,0.22
324,13.0,0.5,0.22
325,13.04,0.48,0.23
328,13.16,0.48,0.23
329,13.2,0.48,0.23
332,13.32,0.48,0.23
333,13.36,0.54,0.23
336,13.48,0.54,0.23
337,13.52,0.54,0.24
340,13.64,0.64,0.24
341,13.68,0.64,0.25
344,13.8,0.68,0.25
345,13.84,0.68,0.25
348,13.96,0.6,0.26
349,14.0,0.6,0.27
